resource,activity,timestamp,role,travel_permit_number,Task,OrganizationalEntity,RequestedAmount,Permit_TaskNumber,Permit_BudgetNumber,Permit_ProjectNumber,project,case,OrganizationalEntity.1,RequestedBudget,Permitid,ActivityNumber
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/4/6 12:38:24.00,EMPLOYEE,travel permit number 43108,task 6174,organizational unit 65463,1899.338803,task 427,budget 899,project 2642,project 503,request for payment 43111,organizational unit 65455,5108.566436,travel permit 43107,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/4/6 12:38:29.00,ADMINISTRATION,travel permit number 43108,task 6174,organizational unit 65463,1899.338803,task 427,budget 899,project 2642,project 503,request for payment 43111,organizational unit 65455,5108.566436,travel permit 43107,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/4/9 6:18:17.00,SUPERVISOR,travel permit number 43108,task 6174,organizational unit 65463,1899.338803,task 427,budget 899,project 2642,project 503,request for payment 43111,organizational unit 65455,5108.566436,travel permit 43107,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/4/12 10:50:04.00,EMPLOYEE,travel permit number 43108,task 6174,organizational unit 65463,1899.338803,task 427,budget 899,project 2642,project 503,request for payment 43111,organizational unit 65455,5108.566436,travel permit 43107,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/4/12 10:50:17.00,ADMINISTRATION,travel permit number 43108,task 6174,organizational unit 65463,1899.338803,task 427,budget 899,project 2642,project 503,request for payment 43111,organizational unit 65455,5108.566436,travel permit 43107,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/4/16 6:19:32.00,SUPERVISOR,travel permit number 43108,task 6174,organizational unit 65463,1899.338803,task 427,budget 899,project 2642,project 503,request for payment 43111,organizational unit 65455,5108.566436,travel permit 43107,UNKNOWN
SYSTEM,Request Payment,2018/4/16 8:06:21.00,UNDEFINED,travel permit number 43108,task 6174,organizational unit 65463,1899.338803,task 427,budget 899,project 2642,project 503,request for payment 43111,organizational unit 65455,5108.566436,travel permit 43107,UNKNOWN
SYSTEM,Payment Handled,2018/4/19 15:31:32.00,UNDEFINED,travel permit number 43108,task 6174,organizational unit 65463,1899.338803,task 427,budget 899,project 2642,project 503,request for payment 43111,organizational unit 65455,5108.566436,travel permit 43107,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/3/7 12:47:29.00,EMPLOYEE,travel permit number 64685,task 1403,organizational unit 65463,593.2466834,task 427,budget 1399,project 1400,project 503,request for payment 64688,organizational unit 65455,821.4184847,travel permit 64684,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/3/7 12:47:34.00,ADMINISTRATION,travel permit number 64685,task 1403,organizational unit 65463,593.2466834,task 427,budget 1399,project 1400,project 503,request for payment 64688,organizational unit 65455,821.4184847,travel permit 64684,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/3/7 12:48:38.00,SUPERVISOR,travel permit number 64685,task 1403,organizational unit 65463,593.2466834,task 427,budget 1399,project 1400,project 503,request for payment 64688,organizational unit 65455,821.4184847,travel permit 64684,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/3/8 8:17:47.00,EMPLOYEE,travel permit number 64685,task 1403,organizational unit 65463,593.2466834,task 427,budget 1399,project 1400,project 503,request for payment 64688,organizational unit 65455,821.4184847,travel permit 64684,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/3/8 8:18:12.00,ADMINISTRATION,travel permit number 64685,task 1403,organizational unit 65463,593.2466834,task 427,budget 1399,project 1400,project 503,request for payment 64688,organizational unit 65455,821.4184847,travel permit 64684,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/3/9 13:37:20.00,SUPERVISOR,travel permit number 64685,task 1403,organizational unit 65463,593.2466834,task 427,budget 1399,project 1400,project 503,request for payment 64688,organizational unit 65455,821.4184847,travel permit 64684,UNKNOWN
SYSTEM,Request Payment,2018/3/15 11:25:12.00,UNDEFINED,travel permit number 64685,task 1403,organizational unit 65463,593.2466834,task 427,budget 1399,project 1400,project 503,request for payment 64688,organizational unit 65455,821.4184847,travel permit 64684,UNKNOWN
SYSTEM,Payment Handled,2018/3/22 16:31:12.00,UNDEFINED,travel permit number 64685,task 1403,organizational unit 65463,593.2466834,task 427,budget 1399,project 1400,project 503,request for payment 64688,organizational unit 65455,821.4184847,travel permit 64684,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/11/28 9:44:29.00,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65468,261.4596079,UNKNOWN,UNKNOWN,UNKNOWN,project 147556,request for payment 186241,UNKNOWN,0.0,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/11/28 9:44:57.00,ADMINISTRATION,UNKNOWN,UNKNOWN,organizational unit 65468,261.4596079,UNKNOWN,UNKNOWN,UNKNOWN,project 147556,request for payment 186241,UNKNOWN,0.0,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/11/28 14:00:55.00,BUDGET OWNER,UNKNOWN,UNKNOWN,organizational unit 65468,261.4596079,UNKNOWN,UNKNOWN,UNKNOWN,project 147556,request for payment 186241,UNKNOWN,0.0,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/11/29 8:15:53.00,SUPERVISOR,UNKNOWN,UNKNOWN,organizational unit 65468,261.4596079,UNKNOWN,UNKNOWN,UNKNOWN,project 147556,request for payment 186241,UNKNOWN,0.0,UNKNOWN,UNKNOWN
SYSTEM,Request Payment,2018/11/29 8:15:54.00,UNDEFINED,UNKNOWN,UNKNOWN,organizational unit 65468,261.4596079,UNKNOWN,UNKNOWN,UNKNOWN,project 147556,request for payment 186241,UNKNOWN,0.0,UNKNOWN,UNKNOWN
SYSTEM,Payment Handled,2018/12/3 16:31:24.00,UNDEFINED,UNKNOWN,UNKNOWN,organizational unit 65468,261.4596079,UNKNOWN,UNKNOWN,UNKNOWN,project 147556,request for payment 186241,UNKNOWN,0.0,UNKNOWN,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/3/9 9:02:11.00,EMPLOYEE,travel permit number 24055,task 14416,organizational unit 65454,2031.127271,task 427,budget 1469,project 14413,project 503,request for payment 24060,organizational unit 65460,7613.328458,travel permit 24054,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/3/9 9:02:13.00,ADMINISTRATION,travel permit number 24055,task 14416,organizational unit 65454,2031.127271,task 427,budget 1469,project 14413,project 503,request for payment 24060,organizational unit 65460,7613.328458,travel permit 24054,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/3/12 7:37:57.00,BUDGET OWNER,travel permit number 24055,task 14416,organizational unit 65454,2031.127271,task 427,budget 1469,project 14413,project 503,request for payment 24060,organizational unit 65460,7613.328458,travel permit 24054,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/3/19 4:15:26.00,SUPERVISOR,travel permit number 24055,task 14416,organizational unit 65454,2031.127271,task 427,budget 1469,project 14413,project 503,request for payment 24060,organizational unit 65460,7613.328458,travel permit 24054,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/6/15 10:40:46.00,EMPLOYEE,travel permit number 24055,task 14416,organizational unit 65454,2031.127271,task 427,budget 1469,project 14413,project 503,request for payment 24060,organizational unit 65460,7613.328458,travel permit 24054,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/6/15 10:41:04.00,ADMINISTRATION,travel permit number 24055,task 14416,organizational unit 65454,2031.127271,task 427,budget 1469,project 14413,project 503,request for payment 24060,organizational unit 65460,7613.328458,travel permit 24054,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/6/18 7:56:39.00,BUDGET OWNER,travel permit number 24055,task 14416,organizational unit 65454,2031.127271,task 427,budget 1469,project 14413,project 503,request for payment 24060,organizational unit 65460,7613.328458,travel permit 24054,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/6/19 9:58:16.00,SUPERVISOR,travel permit number 24055,task 14416,organizational unit 65454,2031.127271,task 427,budget 1469,project 14413,project 503,request for payment 24060,organizational unit 65460,7613.328458,travel permit 24054,UNKNOWN
SYSTEM,Request Payment,2018/7/12 11:16:21.00,UNDEFINED,travel permit number 24055,task 14416,organizational unit 65454,2031.127271,task 427,budget 1469,project 14413,project 503,request for payment 24060,organizational unit 65460,7613.328458,travel permit 24054,UNKNOWN
SYSTEM,Payment Handled,2018/7/16 15:31:26.00,UNDEFINED,travel permit number 24055,task 14416,organizational unit 65454,2031.127271,task 427,budget 1469,project 14413,project 503,request for payment 24060,organizational unit 65460,7613.328458,travel permit 24054,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017/11/20 12:45:49.00,EMPLOYEE,travel permit number 84704,task 13775,organizational unit 65458,442.08476,task 13772,budget 635,project 647,project 503,request for payment 84705,organizational unit 65458,1412.411374,travel permit 84703,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017/11/20 12:45:51.00,SUPERVISOR,travel permit number 84704,task 13775,organizational unit 65458,442.08476,task 13772,budget 635,project 647,project 503,request for payment 84705,organizational unit 65458,1412.411374,travel permit 84703,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017/11/23 9:49:36.00,EMPLOYEE,travel permit number 84704,task 13775,organizational unit 65458,442.08476,task 13772,budget 635,project 647,project 503,request for payment 84705,organizational unit 65458,1412.411374,travel permit 84703,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017/11/23 9:49:45.00,SUPERVISOR,travel permit number 84704,task 13775,organizational unit 65458,442.08476,task 13772,budget 635,project 647,project 503,request for payment 84705,organizational unit 65458,1412.411374,travel permit 84703,UNKNOWN
SYSTEM,Request Payment,2017/11/27 11:16:28.00,UNDEFINED,travel permit number 84704,task 13775,organizational unit 65458,442.08476,task 13772,budget 635,project 647,project 503,request for payment 84705,organizational unit 65458,1412.411374,travel permit 84703,UNKNOWN
SYSTEM,Payment Handled,2017/11/30 16:31:04.00,UNDEFINED,travel permit number 84704,task 13775,organizational unit 65458,442.08476,task 13772,budget 635,project 647,project 503,request for payment 84705,organizational unit 65458,1412.411374,travel permit 84703,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/3/22 12:45:33.00,EMPLOYEE,travel permit number 37001,task 11190,organizational unit 65463,145.0945775,task 427,budget 899,project 2260,project 503,request for payment 37002,organizational unit 65455,1920.369409,travel permit 37000,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/3/22 12:46:01.00,ADMINISTRATION,travel permit number 37001,task 11190,organizational unit 65463,145.0945775,task 427,budget 899,project 2260,project 503,request for payment 37002,organizational unit 65455,1920.369409,travel permit 37000,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/3/22 17:09:03.00,SUPERVISOR,travel permit number 37001,task 11190,organizational unit 65463,145.0945775,task 427,budget 899,project 2260,project 503,request for payment 37002,organizational unit 65455,1920.369409,travel permit 37000,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/6/5 7:01:55.00,EMPLOYEE,travel permit number 37001,task 11190,organizational unit 65463,145.0945775,task 427,budget 899,project 2260,project 503,request for payment 37002,organizational unit 65455,1920.369409,travel permit 37000,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/6/5 7:01:59.00,ADMINISTRATION,travel permit number 37001,task 11190,organizational unit 65463,145.0945775,task 427,budget 899,project 2260,project 503,request for payment 37002,organizational unit 65455,1920.369409,travel permit 37000,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/6/5 7:02:45.00,SUPERVISOR,travel permit number 37001,task 11190,organizational unit 65463,145.0945775,task 427,budget 899,project 2260,project 503,request for payment 37002,organizational unit 65455,1920.369409,travel permit 37000,UNKNOWN
SYSTEM,Request Payment,2018/6/5 8:22:50.00,UNDEFINED,travel permit number 37001,task 11190,organizational unit 65463,145.0945775,task 427,budget 899,project 2260,project 503,request for payment 37002,organizational unit 65455,1920.369409,travel permit 37000,UNKNOWN
SYSTEM,Payment Handled,2018/6/7 15:31:38.00,UNDEFINED,travel permit number 37001,task 11190,organizational unit 65463,145.0945775,task 427,budget 899,project 2260,project 503,request for payment 37002,organizational unit 65455,1920.369409,travel permit 37000,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/6/12 8:19:50.00,EMPLOYEE,travel permit number 424,task 185446,organizational unit 65469,160.5583562,task 427,budget 425,project 426,project 503,request for payment 186075,organizational unit 65454,923.0813154,travel permit 423,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/6/12 8:19:53.00,ADMINISTRATION,travel permit number 424,task 185446,organizational unit 65469,160.5583562,task 427,budget 425,project 426,project 503,request for payment 186075,organizational unit 65454,923.0813154,travel permit 423,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/6/12 12:54:33.00,BUDGET OWNER,travel permit number 424,task 185446,organizational unit 65469,160.5583562,task 427,budget 425,project 426,project 503,request for payment 186075,organizational unit 65454,923.0813154,travel permit 423,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/6/14 7:39:34.00,SUPERVISOR,travel permit number 424,task 185446,organizational unit 65469,160.5583562,task 427,budget 425,project 426,project 503,request for payment 186075,organizational unit 65454,923.0813154,travel permit 423,UNKNOWN
SYSTEM,Request Payment,2018/6/16 8:19:40.00,UNDEFINED,travel permit number 424,task 185446,organizational unit 65469,160.5583562,task 427,budget 425,project 426,project 503,request for payment 186075,organizational unit 65454,923.0813154,travel permit 423,UNKNOWN
SYSTEM,Payment Handled,2018/6/21 15:31:09.00,UNDEFINED,travel permit number 424,task 185446,organizational unit 65469,160.5583562,task 427,budget 425,project 426,project 503,request for payment 186075,organizational unit 65454,923.0813154,travel permit 423,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017/5/19 14:37:07.00,EMPLOYEE,travel permit number 85521,task 85524,organizational unit 65463,1393.48605,UNKNOWN,budget 12141,UNKNOWN,project 503,request for payment 85522,organizational unit 65455,1481.994026,travel permit 85520,UNKNOWN
STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017/5/19 14:37:32.00,PRE_APPROVER,travel permit number 85521,task 85524,organizational unit 65463,1393.48605,UNKNOWN,budget 12141,UNKNOWN,project 503,request for payment 85522,organizational unit 65455,1481.994026,travel permit 85520,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017/5/22 11:19:23.00,SUPERVISOR,travel permit number 85521,task 85524,organizational unit 65463,1393.48605,UNKNOWN,budget 12141,UNKNOWN,project 503,request for payment 85522,organizational unit 65455,1481.994026,travel permit 85520,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017/7/4 9:58:20.00,EMPLOYEE,travel permit number 85521,task 85524,organizational unit 65463,1393.48605,UNKNOWN,budget 12141,UNKNOWN,project 503,request for payment 85522,organizational unit 65455,1481.994026,travel permit 85520,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017/7/4 10:29:09.00,PRE_APPROVER,travel permit number 85521,task 85524,organizational unit 65463,1393.48605,UNKNOWN,budget 12141,UNKNOWN,project 503,request for payment 85522,organizational unit 65455,1481.994026,travel permit 85520,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017/7/4 11:58:43.00,SUPERVISOR,travel permit number 85521,task 85524,organizational unit 65463,1393.48605,UNKNOWN,budget 12141,UNKNOWN,project 503,request for payment 85522,organizational unit 65455,1481.994026,travel permit 85520,UNKNOWN
SYSTEM,Request Payment,2017/7/5 7:04:39.00,UNDEFINED,travel permit number 85521,task 85524,organizational unit 65463,1393.48605,UNKNOWN,budget 12141,UNKNOWN,project 503,request for payment 85522,organizational unit 65455,1481.994026,travel permit 85520,UNKNOWN
SYSTEM,Payment Handled,2017/7/6 15:31:24.00,UNDEFINED,travel permit number 85521,task 85524,organizational unit 65463,1393.48605,UNKNOWN,budget 12141,UNKNOWN,project 503,request for payment 85522,organizational unit 65455,1481.994026,travel permit 85520,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/2/7 21:36:41.00,EMPLOYEE,travel permit number 3099,task 3102,organizational unit 65454,220.7299016,task 427,budget 2281,project 3092,project 503,request for payment 3107,organizational unit 65460,840.8758156,travel permit 3098,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/2/7 21:36:49.00,ADMINISTRATION,travel permit number 3099,task 3102,organizational unit 65454,220.7299016,task 427,budget 2281,project 3092,project 503,request for payment 3107,organizational unit 65460,840.8758156,travel permit 3098,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/2/8 7:06:08.00,BUDGET OWNER,travel permit number 3099,task 3102,organizational unit 65454,220.7299016,task 427,budget 2281,project 3092,project 503,request for payment 3107,organizational unit 65460,840.8758156,travel permit 3098,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/2/9 7:58:34.00,SUPERVISOR,travel permit number 3099,task 3102,organizational unit 65454,220.7299016,task 427,budget 2281,project 3092,project 503,request for payment 3107,organizational unit 65460,840.8758156,travel permit 3098,UNKNOWN
