group,instance,resource,activity,timestamp,responsible,department,case,channel
Group 1,task-16639,Resource04,Confirmation of receipt,2011/3/18 8:40:49,Resource04,General,6515,Internet
Group 4,task-16713,Resource04,T02 Check confirmation of receipt,2011/3/18 8:41:02,Resource04,General,6515,Internet
Group 3,task-16715,Resource04,T04 Determine confirmation of receipt,2011/3/18 8:41:11,Resource04,General,6515,Internet
Group 2,task-16716,Resource04,T05 Print and send confirmation of receipt,2011/3/18 8:41:21,Resource04,General,6515,Internet
Group 1,task-16714,Resource04,T06 Determine necessity of stop advice,2011/3/18 8:41:35,Resource04,General,6515,Internet
Group 1,task-16717,Resource04,T10 Determine necessity to stop indication,2011/3/18 8:41:52,Resource04,General,6515,Internet
EMPTY,task-47527,Resource02,Confirmation of receipt,2012/1/17 10:24:14,Resource02,General,10542,Internet
Group 4,task-52768,Resource02,T02 Check confirmation of receipt,2012/1/17 10:24:50,Resource02,General,10542,Internet
Group 3,task-52770,Resource02,T04 Determine confirmation of receipt,2012/1/17 10:25:41,Resource02,General,10542,Internet
Group 2,task-52771,Resource02,T05 Print and send confirmation of receipt,2012/1/17 10:26:48,Resource02,General,10542,Internet
Group 1,task-32359,Resource27,Confirmation of receipt,2011/7/18 12:40:34,Resource12,General,8656,Internet
EMPTY,task-32361,admin2,T02 Check confirmation of receipt,2011/9/23 13:21:07,Resource12,General,8656,Internet
Group 1,task-32362,admin2,T06 Determine necessity of stop advice,2011/9/23 13:21:08,Resource12,General,8656,Internet
EMPTY,task-11308,Resource17,Confirmation of receipt,2011/2/14 8:49:45,Resource17,General,5878,Internet
Group 1,task-12132,Resource17,T06 Determine necessity of stop advice,2011/2/14 8:50:40,Resource17,General,5878,Internet
EMPTY,task-12131,Resource17,T02 Check confirmation of receipt,2011/2/14 8:50:54,Resource17,General,5878,Internet
Group 1,task-12133,Resource17,T10 Determine necessity to stop indication,2011/2/14 8:51:11,Resource17,General,5878,Internet
Group 3,task-12134,Resource10,T04 Determine confirmation of receipt,2011/2/14 11:19:09,Resource17,General,5878,Internet
Group 2,task-12173,admin1,T05 Print and send confirmation of receipt,2011/2/15 10:22:12,Resource17,General,5878,Internet
EMPTY,task-21617,Resource13,Confirmation of receipt,2011/4/27 6:14:56,Resource13,General,7129,Internet
EMPTY,task-22216,Resource13,T02 Check confirmation of receipt,2011/4/27 6:15:44,Resource13,General,7129,Internet
Group 1,task-22217,Resource13,T06 Determine necessity of stop advice,2011/4/27 6:16:01,Resource13,General,7129,Internet
Group 1,task-22219,Resource13,T10 Determine necessity to stop indication,2011/4/27 6:16:42,Resource13,General,7129,Internet
Group 3,task-22218,Resource10,T04 Determine confirmation of receipt,2011/4/27 7:20:27,Resource13,General,7129,Internet
Group 2,task-22290,admin1,T05 Print and send confirmation of receipt,2011/4/28 13:24:00,Resource13,General,7129,Internet
EMPTY,task-10653,Resource01,Confirmation of receipt,2011/2/16 14:22:11,Resource07,General,5714,Internet
Group 4,task-12619,Resource01,T02 Check confirmation of receipt,2011/2/16 14:22:24,Resource07,General,5714,Internet
Group 3,task-12621,Resource01,T04 Determine confirmation of receipt,2011/2/16 14:22:38,Resource07,General,5714,Internet
Group 2,task-12622,Resource01,T05 Print and send confirmation of receipt,2011/2/16 14:22:49,Resource07,General,5714,Internet
Group 1,task-12620,Resource07,T06 Determine necessity of stop advice,2011/3/1 9:16:07,Resource07,General,5714,Internet
Group 1,task-14668,Resource07,T10 Determine necessity to stop indication,2011/3/1 9:16:31,Resource07,General,5714,Internet
EMPTY,task-7909,Resource18,Confirmation of receipt,2011/1/14 15:03:10,Resource18,General,5275,Internet
Group 1,task-8452,Resource18,T06 Determine necessity of stop advice,2011/1/17 8:06:43,Resource18,General,5275,Internet
Group 1,task-8480,Resource18,T10 Determine necessity to stop indication,2011/1/17 8:09:15,Resource18,General,5275,Internet
EMPTY,task-8451,Resource24,T02 Check confirmation of receipt,2011/1/17 12:47:49,Resource18,General,5275,Internet
Group 1,task-8634,Resource18,T03 Adjust confirmation of receipt,2011/1/20 12:39:55,Resource18,General,5275,Internet
Group 4,task-9078,Resource18,T02 Check confirmation of receipt,2011/1/20 12:40:11,Resource18,General,5275,Internet
Group 3,task-9079,Resource18,T04 Determine confirmation of receipt,2011/1/20 12:41:34,Resource18,General,5275,Internet
Group 2,task-9080,admin1,T05 Print and send confirmation of receipt,2011/1/24 10:04:55,Resource18,General,5275,Internet
EMPTY,task-13894,Resource17,Confirmation of receipt,2011/3/10 13:30:27,Resource17,General,6156,Desk
EMPTY,task-15830,Resource17,T02 Check confirmation of receipt,2011/3/10 13:31:27,Resource17,General,6156,Desk
Group 3,task-15832,Resource17,T04 Determine confirmation of receipt,2011/3/10 13:31:41,Resource17,General,6156,Desk
Group 1,task-15831,Resource17,T06 Determine necessity of stop advice,2011/3/10 13:31:52,Resource17,General,6156,Desk
Group 1,task-15834,Resource17,T10 Determine necessity to stop indication,2011/3/10 13:32:25,Resource17,General,6156,Desk
Group 2,task-15833,admin1,T05 Print and send confirmation of receipt,2011/3/11 9:58:36,Resource17,General,6156,Desk
EMPTY,task-37856,Resource23,Confirmation of receipt,2011/9/1 11:56:19,Resource23,General,9331,Internet
EMPTY,task-37878,Resource23,T02 Check confirmation of receipt,2011/9/1 11:57:03,Resource23,General,9331,Internet
EMPTY,task-37880,Resource23,T04 Determine confirmation of receipt,2011/9/1 11:57:52,Resource23,General,9331,Internet
EMPTY,task-37881,Resource23,T05 Print and send confirmation of receipt,2011/9/1 11:58:34,Resource23,General,9331,Internet
Group 1,task-37879,Resource23,T06 Determine necessity of stop advice,2011/9/1 11:59:02,Resource23,General,9331,Internet
Group 1,task-37882,Resource23,T10 Determine necessity to stop indication,2011/9/1 11:59:38,Resource23,General,9331,Internet
EMPTY,task-12277,Resource01,Confirmation of receipt,2011/2/22 8:43:30,Resource11,General,5994,Internet
Group 4,task-13460,Resource01,T02 Check confirmation of receipt,2011/2/22 8:43:51,Resource11,General,5994,Internet
Group 3,task-13462,Resource01,T04 Determine confirmation of receipt,2011/2/22 8:44:13,Resource11,General,5994,Internet
Group 2,task-13463,Resource01,T05 Print and send confirmation of receipt,2011/2/22 8:44:28,Resource11,General,5994,Internet
Group 1,task-13461,Resource01,T06 Determine necessity of stop advice,2011/2/22 8:44:55,Resource11,General,5994,Internet
Group 1,task-13464,Resource01,T10 Determine necessity to stop indication,2011/2/22 9:01:01,Resource11,General,5994,Internet
EMPTY,task-33282,Resource04,Confirmation of receipt,2011/7/27 9:17:46,Resource04,General,8770,Internet
Group 4,task-33760,Resource04,T02 Check confirmation of receipt,2011/7/27 9:18:16,Resource04,General,8770,Internet
Group 3,task-33762,Resource04,T04 Determine confirmation of receipt,2011/7/27 9:18:38,Resource04,General,8770,Internet
Group 2,task-33763,Resource04,T05 Print and send confirmation of receipt,2011/7/27 9:18:59,Resource04,General,8770,Internet
Group 1,task-33761,Resource04,T06 Determine necessity of stop advice,2011/7/27 9:19:14,Resource04,General,8770,Internet
Group 1,task-33764,Resource04,T10 Determine necessity to stop indication,2011/7/27 9:19:38,Resource04,General,8770,Internet
EMPTY,task-47422,Resource09,Confirmation of receipt,2011/12/15 13:10:19,Resource09,General,10464,Internet
Group 1,task-50012,Resource09,T06 Determine necessity of stop advice,2011/12/15 13:10:57,Resource09,General,10464,Internet
Group 1,task-50013,Resource09,T10 Determine necessity to stop indication,2011/12/15 13:12:15,Resource09,General,10464,Internet
Group 4,task-50011,Resource09,T02 Check confirmation of receipt,2011/12/15 13:19:42,Resource09,General,10464,Internet
Group 3,task-50027,Resource09,T04 Determine confirmation of receipt,2011/12/15 13:22:33,Resource09,General,10464,Internet
Group 2,task-50033,Resource09,T05 Print and send confirmation of receipt,2011/12/15 13:25:01,Resource09,General,10464,Internet
EMPTY,task-46765,Resource03,Confirmation of receipt,2011/11/17 15:42:14,Resource11,General,10472,Internet
Group 4,task-47095,Resource03,T02 Check confirmation of receipt,2011/11/17 15:42:36,Resource11,General,10472,Internet
Group 3,task-47097,Resource03,T04 Determine confirmation of receipt,2011/11/17 15:42:52,Resource11,General,10472,Internet
Group 2,task-47098,Resource03,T05 Print and send confirmation of receipt,2011/11/17 15:43:06,Resource11,General,10472,Internet
Group 1,task-47096,Resource03,T06 Determine necessity of stop advice,2011/11/17 15:43:24,Resource11,General,10472,Internet
Group 1,task-47099,Resource03,T10 Determine necessity to stop indication,2011/11/17 15:43:45,Resource11,General,10472,Internet
Group 1,task-35583,Resource14,Confirmation of receipt,2011/8/11 7:19:07,Resource14,General,8998,Internet
Group 4,task-36202,Resource14,T02 Check confirmation of receipt,2011/8/11 7:19:38,Resource14,General,8998,Internet
Group 3,task-36205,Resource14,T04 Determine confirmation of receipt,2011/8/11 7:20:18,Resource14,General,8998,Internet
Group 2,task-36209,Resource14,T05 Print and send confirmation of receipt,2011/8/11 7:20:43,Resource14,General,8998,Internet
Group 1,task-36203,Resource14,T06 Determine necessity of stop advice,2011/8/11 8:19:58,Resource14,General,8998,Internet
Group 1,task-36239,Resource14,T10 Determine necessity to stop indication,2011/8/11 8:20:34,Resource14,General,8998,Internet
Group 1,task-29792,Resource27,Confirmation of receipt,2011/6/27 9:17:25,Resource11,General,8264,Internet
EMPTY,task-29793,Resource01,T02 Check confirmation of receipt,2011/7/14 12:32:02,Resource11,General,8264,Internet
Group 3,task-32072,Resource01,T04 Determine confirmation of receipt,2011/7/14 12:32:28,Resource11,General,8264,Internet
Group 2,task-32073,Resource01,T05 Print and send confirmation of receipt,2011/7/14 12:33:00,Resource11,General,8264,Internet
Group 1,task-29794,Resource01,T06 Determine necessity of stop advice,2011/7/14 12:33:17,Resource11,General,8264,Internet
Group 1,task-32074,Resource01,T10 Determine necessity to stop indication,2011/7/14 12:33:37,Resource11,General,8264,Internet
EMPTY,task-48467,Resource04,Confirmation of receipt,2011/12/1 9:44:23,Resource04,General,10624,Internet
Group 4,task-48764,Resource04,T02 Check confirmation of receipt,2011/12/1 9:45:28,Resource04,General,10624,Internet
Group 3,task-48766,Resource04,T04 Determine confirmation of receipt,2011/12/1 9:45:47,Resource04,General,10624,Internet
Group 2,task-48767,Resource04,T05 Print and send confirmation of receipt,2011/12/1 9:46:05,Resource04,General,10624,Internet
Group 1,task-48765,Resource04,T06 Determine necessity of stop advice,2011/12/1 11:52:52,Resource04,General,10624,Internet
Group 1,task-48782,Resource04,T10 Determine necessity to stop indication,2011/12/1 11:53:18,Resource04,General,10624,Internet
Group 1,task-346,admin2,Confirmation of receipt,2010/10/26 13:28:43,Resource06,General,4008,Internet
EMPTY,task-34018,Resource01,Confirmation of receipt,2011/8/4 7:59:05,Resource11,General,8848,Internet
Group 4,task-35287,Resource01,T02 Check confirmation of receipt,2011/8/4 7:59:27,Resource11,General,8848,Internet
Group 3,task-35289,Resource01,T04 Determine confirmation of receipt,2011/8/4 7:59:43,Resource11,General,8848,Internet
Group 2,task-35290,Resource01,T05 Print and send confirmation of receipt,2011/8/4 8:00:01,Resource11,General,8848,Internet
Group 1,task-35288,Resource01,T06 Determine necessity of stop advice,2011/8/4 8:00:17,Resource11,General,8848,Internet
Group 1,task-35291,Resource01,T10 Determine necessity to stop indication,2011/8/4 8:00:37,Resource11,General,8848,Internet
EMPTY,task-16632,Resource06,Confirmation of receipt,2011/3/23 13:33:56,Resource06,General,6512,Internet
Group 4,task-17399,Resource06,T02 Check confirmation of receipt,2011/3/23 13:34:17,Resource06,General,6512,Internet
Group 3,task-17401,Resource06,T04 Determine confirmation of receipt,2011/3/23 13:34:29,Resource06,General,6512,Internet
Group 2,task-17402,Resource06,T05 Print and send confirmation of receipt,2011/3/23 13:34:39,Resource06,General,6512,Internet
Group 1,task-17400,Resource06,T06 Determine necessity of stop advice,2011/3/23 13:35:01,Resource06,General,6512,Internet
Group 1,task-17403,Resource06,T10 Determine necessity to stop indication,2011/3/23 13:35:31,Resource06,General,6512,Internet
Group 1,task-17404,Resource06,T11 Create document X request unlicensed,2011/3/23 13:44:17,Resource06,General,6512,Internet
Group 4,task-17408,Resource06,T12 Check document X request unlicensed,2011/3/23 13:44:28,Resource06,General,6512,Internet
EMPTY,task-17409,Resource10,T14 Determine document X request unlicensed,2011/3/23 15:26:46,Resource06,General,6512,Internet
EMPTY,task-17455,admin1,T15 Print document X request unlicensed,2011/3/24 13:33:42,Resource06,General,6512,Internet
EMPTY,task-20724,admin2,Confirmation of receipt,2011/6/30 7:41:25,Resource09,General,7042,Internet
EMPTY,task-10429,Resource07,Confirmation of receipt,2011/2/8 9:55:27,Resource07,General,5683,Internet
Group 4,task-11357,Resource07,T02 Check confirmation of receipt,2011/2/8 9:55:53,Resource07,General,5683,Internet
Group 1,task-11358,Resource07,T06 Determine necessity of stop advice,2011/2/8 9:57:16,Resource07,General,5683,Internet
Group 1,task-11360,Resource07,T10 Determine necessity to stop indication,2011/2/8 9:58:01,Resource07,General,5683,Internet
EMPTY,task-11359,Resource19,T04 Determine confirmation of receipt,2011/2/10 10:48:58,Resource07,General,5683,Internet
Group 2,task-11690,admin1,T05 Print and send confirmation of receipt,2011/2/11 8:06:52,Resource07,General,5683,Internet
EMPTY,task-23057,Resource01,Confirmation of receipt,2011/5/11 12:00:23,Resource11,General,7314,Internet
Group 4,task-24517,Resource01,T02 Check confirmation of receipt,2011/5/11 12:00:37,Resource11,General,7314,Internet
Group 3,task-24519,Resource01,T04 Determine confirmation of receipt,2011/5/11 12:00:49,Resource11,General,7314,Internet
Group 2,task-24520,Resource01,T05 Print and send confirmation of receipt,2011/5/11 12:01:05,Resource11,General,7314,Internet
Group 1,task-24518,Resource01,T06 Determine necessity of stop advice,2011/5/18 13:00:20,Resource11,General,7314,Internet
Group 1,task-25530,Resource01,T10 Determine necessity to stop indication,2011/5/18 13:01:29,Resource11,General,7314,Internet
Group 1,task-548,Resource05,Confirmation of receipt,2010/11/9 8:38:24,Resource05,General,4101,Internet
Group 1,task-1246,Resource05,T06 Determine necessity of stop advice,2010/11/9 8:39:15,Resource05,General,4101,Internet
Group 1,task-1247,Resource05,T10 Determine necessity to stop indication,2010/11/9 8:43:28,Resource05,General,4101,Internet
EMPTY,task-1245,Resource24,T02 Check confirmation of receipt,2010/11/9 13:24:44,Resource05,General,4101,Internet
Group 3,task-1280,Resource10,T04 Determine confirmation of receipt,2010/11/12 13:54:11,Resource05,General,4101,Internet
Group 2,task-1439,admin1,T05 Print and send confirmation of receipt,2010/11/16 9:23:37,Resource05,General,4101,Internet
EMPTY,task-37047,Resource02,Confirmation of receipt,2011/10/12 8:36:03,Resource02,General,9206,Internet
Group 4,task-42998,Resource02,T02 Check confirmation of receipt,2011/10/12 8:36:22,Resource02,General,9206,Internet
Group 3,task-43000,Resource02,T04 Determine confirmation of receipt,2011/10/12 8:36:41,Resource02,General,9206,Internet
Group 2,task-43001,Resource02,T05 Print and send confirmation of receipt,2011/10/12 8:36:57,Resource02,General,9206,Internet
Group 1,task-42999,Resource02,T06 Determine necessity of stop advice,2011/10/12 9:18:20,Resource02,General,9206,Internet
Group 1,task-43016,Resource02,T10 Determine necessity to stop indication,2011/10/12 9:18:52,Resource02,General,9206,Internet
EMPTY,task-8887,Resource17,Confirmation of receipt,2011/2/10 10:26:36,Resource17,General,5382,Desk
EMPTY,task-11660,Resource17,T02 Check confirmation of receipt,2011/2/10 10:38:31,Resource17,General,5382,Desk
